Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Walking duration (ms),Running duration (ms),Calisthenics duration (ms)
2022-08-17,25,1481.6401334263373,427.4610950946808,12.0,12,0.42640772981776054,0.8291521072387695,0.2612137794494629,914,,,,,285813,,765000
2022-08-18,19,1485.4714967329526,222.3786015510559,12.0,12,0.33592268614617987,0.5469623804092407,0.2779732346534729,439,,,,,,,772000
2022-08-19,2,1336.3834566359878,96.80396056175232,,,0.5015410445166526,1.1385385990142822,0.2573826313018799,323,51.29999923706055,51.29999923706055,51.29999923706055,,35750,,
2022-08-20,17,1574.03254770198,84.0096926689148,17.0,17,0.372504315791199,0.8547762632369995,0.2867392897605896,456,,,,,,,1124000
2022-08-21,72,1503.7327309427421,2388.017462849617,11.0,11,0.43039881396768637,0.9993319511413574,0.2573826313018799,4148,51.60000038146973,51.900001525878906,51.29999923706055,,972168,,721000
2022-08-22,19,1514.8329527039366,294.033931016922,12.0,12,0.3615900427995942,0.7671447396278381,0.2666409909725189,775,,,,,90888,,769000
2022-08-23,71,1455.1878797672805,3267.633955001831,6.0,6,0.44071038186769845,1.31923508644104,0.25702565908432007,5690,,,,,2908321,,
2022-08-24,55,1423.705444908419,2806.5308287143707,15.0,15,0.4614709542732953,1.366546869277954,0.2573826313018799,4698,,,,,2106476,,
2022-08-25,59,1461.3357005451135,2462.686203479767,1.0,1,0.46109699901787493,1.4693516492843628,0.2573826313018799,4552,,,,,3064907,,
2022-08-26,30,1525.908248157442,665.6626785993576,14.0,14,0.330835695415655,1.1323285102844238,0.2573826313018799,1653,51.900001525878906,51.900001525878906,51.900001525878906,,281467,,879000
2022-08-27,36,1559.311819658583,636.6444058418274,17.0,17,0.40573025928801437,1.5101425647735596,0.26058274507522583,1407,,,,,643239,84547,1042000
2022-08-28,35,1440.7765499152451,1601.3683669567108,,,0.4306234476245886,1.1672707796096802,0.2573826313018799,3253,,,,,2541272,,
2022-08-29,145,1679.6684010194558,6143.330590605736,60.0,60,0.5714773551632182,2.735762596130371,0.26423314213752747,9683,,,,1938364,6380055,69950,
2022-08-30,156,1701.5679883386147,4300.4099769592285,71.0,71,0.5868623667405495,1.5688350200653076,0.24737006425857544,7223,,,,4029904,4857673,,
2022-08-31,20,1484.6502182350823,361.81621873378754,13.0,13,0.3047535096929506,0.9905756711959839,0.2573826313018799,1134,51.900001525878906,51.900001525878906,51.900001525878906,,2630,,841000
2022-09-01,45,1522.946744567085,941.046786904335,15.0,15,0.3370071295100032,0.6880525946617126,0.2536524534225464,2122,,,,,46818,,953000
2022-09-02,34,1591.6797873357732,532.2610418796539,19.0,19,0.3290129323524698,0.975315511226654,0.25455427169799805,1250,51.900001525878906,51.900001525878906,51.900001525878906,,379140,,1231000
2022-09-03,54,1446.6649157303088,2293.904960989952,10.0,10,0.5525505352032233,1.3504141569137573,0.2676779329776764,3868,,,,,2691244,,
2022-09-04,51,1461.966097691231,1974.3708876371384,,,0.48467626207115655,1.2937933206558228,0.2573826313018799,3537,,,,,3080960,,
2022-09-05,46,1415.4221839894708,1794.9239690303802,,,0.4362318569683839,1.3536862134933472,0.2562180459499359,3247,,,,,1895504,,
2022-09-06,1,1341.0000100133516,139.60434436798096,,,0.35147553897430034,0.43298017978668213,0.2985638380050659,402,,,,,,,
2022-09-07,31,1409.8864068393934,1376.475708603859,1.0,1,0.5085244550606257,1.1982603073120117,0.2567228674888611,2776,,,,,1754511,,
2022-09-08,103,1551.5123936781727,4795.102011084557,2.0,2,0.48824116696607744,1.5647532743744959,0.2567070902345785,8475,,,,,5361669,,
2022-09-09,140,1682.9514437216485,6414.564120531082,8.0,8,0.587062050647618,1.2605412081299845,0.2512251698073765,10658,,,,,8709364,,
2022-09-10,18,1349.572692552643,840.2077511548996,,,0.3419300603670063,0.6512091102370297,0.2573826471964518,2161,,,,,218343,,
2022-09-11,8,1355.4176222891742,390.39798867702484,,,0.3976752275646817,0.7799473675814541,0.2573826471964518,1177,,,,,367211,,
2022-09-12,32,1368.5709218642733,1272.8450634479523,3.0,3,0.37814291878691,1.250606051115232,0.2573826471964518,2602,51.900001525878906,51.900001525878906,51.900001525878906,,702221,,
2022-09-13,90,1553.2555839510762,3395.215544104576,2.0,2,0.5641133895488921,1.4976080449242855,0.2573826471964518,5961,,,,,5406065,,
2022-09-14,153,1677.8852509368664,7494.272746801376,24.0,24,0.5175967945885521,1.3436854546658896,0.2676779429117839,12035,,,,,8580333,,
2022-09-15,211,1817.1938290073592,8825.791267991066,46.0,46,0.5861179035407619,1.298827364315634,0.2573826471964518,14161,,,,1455178,10566419,,
2022-09-16,167,1720.5918517750627,8058.124698281288,25.0,25,0.6270500976428706,1.2713925094361518,0.2573826471964518,12838,,,,,9668051,,
2022-09-17,154,1650.1148997690868,6645.335811972618,27.0,27,0.5311850375425015,1.2587510691404031,0.2676779429117839,11171,,,,1053609,6564689,75199,
2022-09-18,203,1729.5098044929541,7476.126763701439,29.0,29,0.5086352095777649,1.6202990397564683,0.2573826471964518,12536,,,,1217184,8428946,67698,
2022-09-19,195,1763.9402242426063,8969.884879946709,32.0,32,0.5947411590063734,1.4637466730424764,0.24586440134853219,14462,,,,,10772120,,
2022-09-20,154,1658.932743353117,6824.257316052914,28.0,28,0.661243417991678,1.4697351537398637,0.2676779429117839,11090,,,,818175,7219360,,
2022-09-21,178,1721.2702008098659,9143.235083818436,50.0,50,0.6281128512289871,1.3697294226593322,0.2573826471964518,14436,,,,,9685327,,
2022-09-22,134,1611.5656161898887,6833.598311185837,16.0,16,0.5570453516166669,1.4651095606873454,0.261253049480884,11405,,,,,6891196,,
2022-09-23,172,1654.6582510511787,8189.597532749176,48.0,48,0.6681542629248579,1.7032350351485261,0.25483429345867004,13009,,,,,7828383,67660,
2022-09-24,212,1712.2145663318977,9701.111184597015,43.0,43,0.4829639073479587,1.6853681191777148,0.2573826471964518,15524,,,,,9454685,,
2022-09-25,162,1670.973055428437,5481.909081339836,58.0,58,0.6091428355874816,1.6597761724987168,0.2573826471964518,9129,,,,2546665,5670597,,
2022-09-26,189,1781.255678456624,9609.24826347828,42.0,40,0.5795925176984352,2.74229611231203,0.25714453892174083,15373,,,,,9682292,649050,
2022-09-27,119,1527.940827431925,4836.64387011528,8.0,8,0.5294152221637332,1.9764147053612995,0.2511050146831353,8576,,,,,4599953,67675,
2022-09-28,103,1545.881708706396,4969.986414654526,14.0,14,0.5622007437659003,1.5676609004836486,0.2573826471964518,7826,,,,,5218256,,
2022-09-29,174,1723.204149418896,7912.158972279754,62.0,62,0.5407255205710526,1.8125532629961025,0.2573826471964518,12496,,,,1394589,8237580,,
2022-09-30,78,1511.5285818221428,4115.400774717331,23.0,23,0.5731359837341871,1.526321207589477,0.2573826471964518,6605,,,,,4343294,,
2022-10-01,14,1374.08554150874,291.0312821865082,8.0,8,0.4269014098634309,0.8708913264094023,0.2573826471964518,683,,,,553827,248177,,
2022-10-02,6,1354.6901103222297,183.31160163879395,,,0.3725261520263656,0.9335926383722656,0.3088591460761887,485,,,,,348682,,
2022-10-03,4,1340.9999824762344,248.9404890537262,,,0.29507991646579906,0.6642132793586858,0.2573826471964518,639,,,,,,,
2022-10-04,16,1530.8229039176865,300.2111154794693,14.0,14,0.3471290036049908,0.6255375782424496,0.2573826471964518,802,51.900001525878906,51.900001525878906,51.900001525878906,,144654,,867000
2022-10-05,14,1366.203100424996,566.2211328744888,,,0.38608550336606134,1.2751179474327994,0.2573826471964518,1074,,,,,641914,,
2022-10-06,65,1450.5884358515434,2767.8466079235077,2.0,2,0.5023540838128078,1.4118999063843278,0.2573826471964518,4763,,,,,2791174,,
2022-10-07,130,1634.9147100441694,6167.715582535703,18.0,18,0.6983926681101577,1.440912299846003,0.26767796156012547,9946,,,,,7485891,,
2022-10-08,105,1561.3547496417639,5002.900638791054,24.0,24,0.6001944138214375,1.3095379390957473,0.25738265534627447,7958,,,,,5612348,,
2022-10-09,126,1627.9504800733937,6085.76203681383,7.0,7,0.6540961267751393,2.2777012662464946,0.26767796156012547,10176,,,,,7308515,,
2022-10-10,97,1529.105463681717,4917.477240341371,17.0,17,0.6296224256091099,1.3717960676423584,0.2568789719061219,7885,,,,,4790970,,
2022-10-11,131,1588.577902321623,6562.958949446972,26.0,26,0.5524797382367582,1.3308611269396906,0.25738265534627447,10815,,,,,6305710,,
2022-10-12,188,1770.7141477649106,8110.788936021291,29.0,29,0.5649716864597434,1.4691982963758694,0.2485073989954231,13311,,,,660284,10235872,,
2022-10-13,149,1673.4196052771763,8062.158503952207,40.0,33,0.6687426832521405,3.1390601223372583,0.24861730175863048,12723,,,,,8064362,139814,
2022-10-14,215,1809.3937777502965,10647.641072042437,28.0,28,0.5884730408418981,1.4854591522086362,0.2567990195815499,17021,,,,,11929800,,
2022-10-15,214,1786.79739250751,9535.398533071813,34.0,34,0.4479697023364041,1.5147441228455072,0.25738265534627447,15348,,,,787604,10027905,203907,
2022-10-16,165,1703.4115192318372,7436.945586082645,12.0,12,0.6048563483952748,1.3929336326843471,0.25738265534627447,12184,,,,,9230475,,
2022-10-17,233,1858.1232573141979,11735.456966056094,60.0,60,0.5468101543294505,1.6540842604408228,0.2531632666396766,18782,,,,,13170920,,
2022-10-18,249,1844.6854241863198,11216.763367476566,27.0,27,0.6672705806800152,1.9151214152369973,0.25738265534627447,18298,,,,,12828666,,
2022-10-19,89,1525.5215409292623,4711.2628805736895,22.0,22,0.532185230667362,1.3456147339066993,0.2779732677739764,7408,,,,,4699690,,
2022-10-20,105,1588.8729309744683,5167.080847552849,20.0,20,0.5233634012233868,1.337735996844038,0.25738265534627447,8506,,,,,6313223,,
2022-10-21,113,1559.4793333248422,5622.219202653546,29.0,29,0.7080404815192645,1.6739937925317643,0.25738265534627447,8790,,,,,5564581,,
2022-10-22,135,1615.654103948222,7555.173332650191,61.0,61,0.684035794595707,2.1195584352480297,0.26767796156012547,11568,,,,,6995330,,
2022-10-23,27,1358.4880071339087,872.1598967854733,,,0.36721963455468143,1.0947660583084091,0.25738265534627447,1463,,,,,445412,,
2022-10-24,12,1358.8434031908898,525.7757667274736,,,0.3445895274567919,1.3555101954814153,0.2779732677739764,1089,,,,,454465,,
2022-10-25,19,1388.4707814438336,763.5768668375537,,,0.43803889526377937,1.3467954867683014,0.2882685739878274,1559,,,,,1209062,,
2022-10-26,105,1626.0414144317688,5549.242042716906,32.0,32,0.6731413738996804,1.6653718776376345,0.271272144221288,8843,52.099998474121094,52.099998474121094,52.099998474121094,,7318569,,
2022-10-27,57,1433.0495666201643,2916.457768697142,18.0,18,0.6159659312139464,1.3418366740504561,0.30141347607858315,4694,,,,,2742792,,
2022-10-28,95,1518.1021733997247,4173.407334478833,16.0,16,0.5912469669402681,1.3393486291310899,0.2813192606739283,6736,,,,,4886932,,
2022-10-29,99,1551.8478915937571,5106.362655296442,31.0,31,0.5043607202797202,1.2866627912784305,0.2511779113160074,8288,,,,,5737648,,
2022-10-30,38,1383.9633210621255,1338.2728353611055,1.0,1,0.5359646490901466,1.1612949707258724,0.30141347003830604,2414,,,,,1505349,,
2022-10-31,75,1465.7609152019738,3669.5678067758913,17.0,17,0.6024018306992069,1.375026140585309,0.2511779113160074,5980,,,,,3567433,,
2022-11-01,78,1488.9697190758511,3382.647999262124,13.0,13,0.45592254742241073,1.3497259718081371,0.2787424416577148,5506,,,,,4152515,,
2022-11-02,92,1523.8532551826079,4415.12200997348,9.0,9,0.4973484803528162,1.412383483773281,0.2491407899672208,7334,,,,,5031913,,
2022-11-03,118,1577.7953477382462,5432.408095540057,16.0,16,0.43429194780957797,1.3416739536297104,0.2511779113160074,9082,,,,,6391771,,
2022-11-04,121,1589.021815484521,5848.090842155866,28.0,28,0.5568829062205405,1.6771321128735759,0.27255474328493073,9417,,,,,6674786,,
2022-11-05,34,1325.1128564365652,1123.0666770761322,,,0.34658041045645477,0.7016510920522563,0.2612250277686477,2282,,,,,21753,,
2022-11-06,29,1341.790391317961,1018.2594316011782,,,0.498268205221893,1.1368245442196405,0.3001935776078515,1959,,,,,442187,,
2022-11-07,127,1603.3339071161904,5955.077666221272,32.0,32,0.5636591244094887,1.562650009037105,0.2511779113160074,9676,,,,,7035587,,
2022-11-08,118,1580.9271522903728,5716.146613279689,29.0,29,0.5673050287646525,1.3417814046005208,0.25856549257015005,9362,,,,,6311647,67695,
2022-11-09,111,1580.9365466030667,6409.752573342456,47.0,43,0.7039046404841482,2.225450427971394,0.2612250277686477,10045,,,,,6015207,189226,
2022-11-10,98,1574.8004081271565,5062.413322788453,30.0,30,0.621101329919238,1.6582814096235938,0.26211708092979547,8121,,,,,6316270,,
2022-11-11,102,1551.2398190067165,5340.006092891313,16.0,16,0.5065220435535452,1.4023650042366826,0.2511779113160074,8692,,,,,5722317,,
2022-11-12,104,1536.0405575555885,4498.419937644478,,,0.5328306768661003,1.5177414111928378,0.2511779113160074,7735,,,,,5339150,,
2022-11-13,54,1432.0943395738475,2364.9585362315047,1.0,1,0.4985402626453912,1.1711952630154667,0.2511779113160074,3974,,,,,2718708,,
2022-11-14,80,1476.1625535359499,3834.688837874671,21.0,21,0.46878796352395763,1.356509085553413,0.2612250277686477,6204,,,,,3829651,,
2022-11-15,135,1635.6525982916696,6624.65247003413,29.0,29,0.7077963155674899,1.6377132233935188,0.2511779113160074,10767,,,,,7850327,,
2022-11-16,104,1578.3372654665825,5195.032419468176,22.0,22,0.5258171687988639,1.3377716241559725,0.26022936416071796,8591,,,,,6405431,,
2022-11-17,129,1635.2024122385285,5721.633102719877,24.0,24,0.5793576732401404,1.5080286487408034,0.2511779113160074,9439,,,,,7838976,,
2022-11-18,130,1605.2279435143091,5869.327856670505,22.0,22,0.525939446098311,2.1482696928047336,0.24869099079721962,9643,,,,,7083338,,
2022-11-19,37,1377.152120588129,1248.0487753492348,,,0.4571410845329292,1.0477757348637693,0.2612250277686477,2613,,,,,1333642,,
2022-11-20,14,1332.196356847369,538.5443065053956,,,0.3818632302932855,0.8214346159869614,0.2612250277686477,1275,,,,,200325,,
2022-11-21,94,1524.7939706361453,4645.70655736966,28.0,28,0.6558391959556509,1.5368655801812101,0.29136637712656854,7427,,,,,5055629,,
2022-11-22,78,1512.0709050012233,4119.991828967773,27.0,27,0.6555107393342576,1.3372620721541617,0.2511779113160074,6613,,,,,4734885,,
2022-11-23,85,1529.8892321296207,4551.644917035323,24.0,24,0.6759308503399564,1.3550866649394866,0.2506209831911239,7194,,,,,5184078,,
2022-11-24,89,1516.6255658335344,4288.378832255822,16.0,16,0.48548726951754106,1.3820395966240044,0.24949116356069778,7144,,,,,4849708,,
2022-11-25,88,1475.7585895511759,4360.105141005786,24.0,24,0.6579993687368253,1.34796398225528,0.2511779113160074,7090,,,,,3819466,,
2022-11-26,101,1527.8839114169998,4500.562471998841,11.0,11,0.5770085266587204,2.6980468143002034,0.2511779113160074,7577,,,,,5133526,,
2022-11-27,72,1496.4534347265978,3826.4749086494294,16.0,16,0.5722835311557462,1.3518340476400041,0.267131610879194,6177,,,,,4341176,,
2022-11-28,73,1466.5565653591357,3905.1423497759934,21.0,20,0.4435609745949141,1.8476483663472418,0.2511779113160074,6227,,,,,3575733,,
2022-11-29,67,1469.182904754065,3925.8144915941843,30.0,30,0.582686381223073,1.3829251961746971,0.2703898219917195,6294,,,,,3653697,,
2022-11-30,101,1545.9718058462595,5356.092756030189,33.0,33,0.5713368238163957,1.652964210176059,0.25004134948898554,8578,,,,,5589515,,
2022-12-01,129,1589.3131974075454,6630.508113463553,50.0,50,0.7254945141030474,1.3872638666653136,0.30141346785859296,10648,,,,,6682133,,
2022-12-02,109,1549.3811983190733,5527.903410772829,42.0,42,0.612907960293488,1.8295074115537773,0.3014134627144703,8732,,,,,5675462,,
2022-12-03,13,1346.1454643464676,492.1772004081936,,,0.3505353458229704,0.9597098601108237,0.30141347153296644,883,,,,,551976,,
2022-12-04,29,1395.2549462147463,1437.496755626124,,,0.5253917233701392,1.0631040170851973,0.2511779113160074,2382,,,,,1790005,,
2022-12-05,91,1526.4973493020389,4870.355885680026,39.0,39,0.5299273231418556,1.3540009563844093,0.2511779113160074,7707,,,,,5098570,,
2022-12-06,54,1443.8028839396684,2736.546268652593,16.0,16,0.45955170734566336,1.7207582109371926,0.271272144221288,4319,,,,,3013879,,
2022-12-07,48,1439.1411187837186,2556.498185814173,19.0,19,0.48399348329637226,1.3955478839460518,0.30141346785859296,3994,,,,,2896356,,
2022-12-08,58,1463.4002610293842,3094.3784776838565,17.0,17,0.7001712422206644,1.2674686088124456,0.2813192606739283,4997,,,,,3507919,,
2022-12-09,51,1441.759791873094,2795.7058144021485,16.0,16,0.5264467764494445,1.6149031606447772,0.2612250277686477,4557,,,,,2962372,,
2022-12-10,130,1580.5366006463203,6044.270706259985,17.0,17,0.4797201097976236,1.439857360076378,0.2602130863767795,9908,,,,,6460876,,
2022-12-11,21,1358.6073732704972,693.1261619207207,,,0.4319442457705968,0.9828160599323409,0.271272144221288,1261,,,,,866136,,
2022-12-12,59,1467.7306497905815,3116.9250887614257,17.0,17,0.7546409938152165,1.2975962051540713,0.271272144221288,5094,,,,,3617087,,
2022-12-13,139,1614.7417698838387,7148.9821753859205,35.0,35,0.6158529276910719,1.603915843290057,0.26399975287675914,11351,,,,,7323173,,
2022-12-14,59,1421.2198227210315,3081.203198447573,20.0,20,0.42180638061007153,1.2761986053159586,0.26874476606956976,4992,,,,,2444569,,
2022-12-15,85,1495.6008554396758,4074.0773483607486,16.0,16,0.495710883089068,1.387263912603218,0.2511779113160074,6816,,,,,4319683,,
2022-12-16,101,1491.520587339501,4445.738127943937,22.0,22,0.6126739050310596,1.6605237295719224,0.2511779113160074,7235,,,,,4216820,,
2022-12-17,33,1382.7697575688278,1263.1387824298638,,,0.49950441425589365,1.1607735338495448,0.2612250277686477,2409,,,,,1475258,,
2022-12-18,14,1336.282515726617,588.258959049466,,,0.33844765732759835,1.10121151847977,0.2612250277686477,1091,,,,,303335,,
2022-12-19,126,1594.2896692904324,6219.1583621386135,35.0,35,0.6087826163476412,1.5361717049384538,0.2511779113160074,9871,,,,,6807408,,
2022-12-20,64,1444.7977740568986,2989.2106128290275,10.0,10,0.4683629327394436,1.4383251051184862,0.2511779113160074,4974,,,,,3038958,,
2022-12-21,133,1595.7220941983956,6861.818547766474,34.0,34,0.4281858951305816,1.6817871438867027,0.2511779113160074,11094,,,,,6843697,,
2022-12-22,100,1574.0516591193962,4354.022802178988,28.0,28,0.5644745293803308,1.4860511341871236,0.2511779113160074,7266,,,,615962,5636485,,
2022-12-23,100,1505.2006640288014,4763.163669182395,22.0,22,0.48820626949806273,2.1660526220196186,0.2653551182737303,7738,,,,,4561690,,
2022-12-24,18,1331.8723159524052,525.6651328021404,,,0.382334295977272,0.7196205775039076,0.25983922483208105,1041,,,,67661,119558,,
2022-12-25,5,1335.2566581073213,258.7230222280426,,,0.6332187710027595,1.1735358145876176,0.30141347153296644,494,,,,,277474,,
2022-12-26,99,1521.8508864208866,3899.1267765353705,39.0,39,0.6169978185301418,1.3296606705897833,0.2747808847496294,6571,,,,1091052,3810775,,
2022-12-27,67,1451.2505319967843,3319.339291204139,17.0,17,0.6978995459704429,1.314497535982572,0.2527094902540896,5337,,,,,3201630,,
2022-12-28,60,1448.9805645146841,3092.572667999815,20.0,20,0.6859929391463292,1.8311497054852,0.2511779113160074,4942,,,,,3144405,,
2022-12-29,79,1476.6416154548006,3210.838391194037,7.0,7,0.5410764137076943,1.419926016256169,0.2511779113160074,5436,,,,,3841729,,
2022-12-30,161,1509.9406481810743,7038.573582998173,37.0,37,0.5950206711844817,1.555562761459233,0.24545072767036552,11551,,,,,4681183,,
2022-12-31,45,1373.822884454923,1472.5768886394744,1.0,1,0.39640217799298416,1.2018396610067321,0.2511779113160074,2751,,,,,1249713,,
2023-01-01,24,1354.970578014534,836.2232817450056,,,0.4778137786833371,1.218629599378989,0.2740122707014515,1751,,,,,774454,,
2023-01-02,102,1529.9065500854663,5399.448019670697,36.0,36,0.7025416325330668,1.7224394845375441,0.24545072767036552,8822,,,,,5184515,,
2023-01-03,59,1484.4507006894992,2808.723323791103,12.0,12,0.4587830287532544,1.304872136051032,0.2511779113160074,4644,,,,,3402509,270685,
2023-01-04,75,1478.3811944212705,3525.1604325517565,16.0,16,0.4059848673598432,1.3540010329577685,0.2511779113160074,5775,,,,,3885583,,
2023-01-05,82,1484.442469651938,3883.794568914745,11.0,11,0.5923705024324843,1.7159882724629463,0.2511779113160074,6527,,,,,4038386,,
2023-01-06,91,1457.9725711132937,3776.0923297142876,15.0,15,0.6111067917917238,1.353670028858949,0.2756158550076836,6339,,,,,3371091,,
2023-01-07,91,1481.2579635765053,3947.437633853464,13.0,13,0.45548555463399565,1.3813381479165274,0.2511779113160074,6590,,,,,3958104,,
2023-01-08,106,1442.129887320871,3854.7075984900684,5.0,5,0.43847738931442637,1.2546674413163454,0.2524401154537335,6593,,,,,2971703,,
2023-01-09,121,1546.2584578210738,5311.193480596497,22.0,22,0.7080284620429277,1.879522548869975,0.2612250277686477,8595,,,,,5588911,,
2023-01-10,53,1428.1230626616305,2674.9422495769927,16.0,16,0.5283833378257355,1.4577497821055934,0.2511779113160074,4279,,,,,2618596,,
2023-01-11,77,1469.4493462520982,3792.2308550627085,19.0,19,0.6264725993426626,1.6894953969437676,0.2511779113160074,6237,,,,,3660414,,
2023-01-12,35,1379.5379744646275,1721.5960163797226,8.0,8,0.6455233066871473,1.6216833897166505,0.2511779113160074,2862,,,,,1393786,,
2023-01-13,87,1478.1882743528454,4006.7717630665065,35.0,35,0.42040712716328993,1.7873720146557188,0.2511779113160074,6532,51.900001525878906,51.900001525878906,51.900001525878906,584717,3260928,,
2023-01-14,11,1322.2500003576279,404.18326879299707,,,0.46786407217564446,0.7228378778464486,0.32526635523312086,751,,,,,,,
2023-01-15,13,1335.6389253246757,463.5308106235459,,,0.4117619443455236,1.1797469109754375,0.2813192606739283,969,,,,,339136,,
2023-01-16,10,1322.2500003576279,347.94501634386467,,,0.469002082181545,0.984730867518017,0.3014134795497815,715,,,,,,,
2023-01-17,14,1339.6946559515181,489.55357951449554,,,0.5411479373826639,0.9716884953626586,0.25622478913689267,988,,,,,441866,,
2023-01-18,70,1450.3846117130365,2900.979775193411,6.0,6,0.6246622973518063,1.4564077929339612,0.30141346785859296,4997,,,,,3245598,,
2023-01-19,63,1422.1026591823618,2380.0752626770027,,,0.3707859960222309,1.026889960271675,0.2899630423216583,4065,,,,,2529228,,
2023-01-20,61,1430.739988065438,2697.614517040463,7.0,7,0.47741029105689176,1.7986446314839706,0.24706023753919235,4600,,,,,2748006,,
2023-01-21,38,1390.5697223439624,1386.1820524143202,,,0.40757900050923396,1.0359627503017936,0.3014134643828344,2477,,,,,1730511,,
2023-01-22,29,1352.0406922860718,1208.0443802618495,,,0.4032517263076105,1.0863349481949407,0.2511779113160074,2032,,,,,754586,,
2023-01-23,78,1461.6099777846962,3893.8440850082925,27.0,27,0.45110226212234195,1.5747029390370222,0.2511779113160074,6293,,,,,3529931,,
2023-01-24,31,1374.2528368457442,1136.0098800144926,,,0.4205142867348359,0.921557301387018,0.2511779113160074,2075,,,,,1118254,84622,
2023-01-25,46,1424.6586175863308,1853.5676615196749,6.0,6,0.4353096974996223,1.4243849009723584,0.2881158352878642,3022,,,,,2593967,,
2023-01-26,32,1334.9486654757543,1061.9080827689902,,,0.3949997058334871,1.1941034816228397,0.3014134663456157,1780,,,,,321652,,
2023-01-27,41,1348.089106372274,1939.080461971195,4.0,4,0.41820599641452094,1.3455655117330674,0.271272144221288,3395,,,,,654494,,
2023-01-28,8,1322.2500003576279,202.56566291758634,,,0.3629252143204225,0.49084223900554297,0.3014134728491599,360,,,,,,,
2023-01-29,14,1322.2500003576279,459.0439518243477,,,0.3207697176706631,1.281624672318737,0.271272144221288,918,,,,,,,
2023-01-30,90,1322.250000357628,3970.4945779912255,18.0,18,0.43362775055760666,1.8131037368855594,0.2511779113160074,6659,,,,,,,
2023-01-31,6,1322.2500003576279,224.8544662100898,,,0.3028864672982416,0.4361288399339975,0.2612250277686477,454,,,,,,,
2023-02-01,27,1328.9125633926315,1044.4196134215872,,,0.5322305220804843,1.1488290662654126,0.271272144221288,2069,,,,,168760,,
2023-02-02,19,1329.1188438610952,647.867873904937,,,0.3737831529736998,0.7931934041558129,0.2511779113160074,1358,51.900001525878906,51.900001525878906,51.900001525878906,,173985,,
2023-02-03,36,1427.5687686501788,1108.449705579569,8.0,8,0.4343833613035954,1.1667713719162598,0.2511779113160074,2171,50.45000076293945,50.45000076293945,50.45000076293945,,154516,,550000
2023-02-04,17,1336.7288825720161,659.1798113106113,,,0.44241452813228205,1.1220633296755138,0.2511779113160074,1303,,,,,760265,,
2023-02-05,89,1521.2393068323527,3475.9908037014043,4.0,4,0.42939650428998677,1.2815495293836345,0.2511779113160074,6313,,,,,5600931,,
2023-02-06,18,1336.292564279832,703.6292289956577,,,0.45560939318804555,1.1478500778092722,0.3014134643828344,1302,,,,,748819,,
2023-02-07,,1307.7499927282333,27.1272144221288,,,0.6503854380784393,0.6614089200797687,0.6393619560771098,174,,,,,,,
2023-02-08,12,1333.2269659768801,204.96117563386204,8.0,8,0.2815663806142715,0.7918909575886041,0.2511779113160074,515,,,,575245,50849,,
2023-02-09,13,1343.9911253526561,506.933668507366,,,0.3432668688382547,0.9304011318375291,0.2511779113160074,1135,,,,,950792,,
2023-02-10,69,1452.5162015946164,3036.7045795244235,13.0,13,0.6196920897325905,1.357262909802334,0.2721094039256747,5214,,,,,3797965,,
2023-02-11,16,1345.5203964231255,672.1607718044263,,,0.4496660738914714,1.1745052056908813,0.2511779113160074,1764,,,,,990913,,
2023-02-12,35,1376.38105545643,1494.3026680521716,6.0,6,0.45117479435965663,1.1841998627274415,0.2511779113160074,2914,,,,,1615816,78265,
2023-02-13,24,1538.755481515208,369.70570944635654,15.0,15,0.33507406241559035,0.7495885118240879,0.2612250277686477,986,50.45000076293945,50.45000076293945,50.45000076293945,,101498,86532,981000
2023-02-14,41,1560.5378873018888,1006.0973094967409,16.0,16,0.35799794064346313,1.1662455758247863,0.25290225013720596,2170,,,,,1019755,,970000
2023-02-15,111,1543.6494205217311,5080.107621014066,7.0,7,0.582140133366982,1.4008246711828556,0.2511779113160074,8566,,,,,6188860,,
2023-02-16,39,1375.41202749408,1778.5633245500492,6.0,6,0.515787119270879,1.5567207496986002,0.2511779113160074,3108,,,,,1775128,,
2023-02-17,81,1442.0513507657174,3898.7649232402923,20.0,20,0.5540042287096667,1.4792132316670417,0.2813192606739283,6418,,,,,3523419,,
2023-02-18,39,1375.6584657482122,1805.7216334913514,1.0,1,0.37882208259906336,1.390780571840301,0.2511779113160074,3201,,,,,1781590,,
2023-02-19,8,1321.9735658597124,321.5634874195215,1.0,1,0.2935308691107608,1.1699953180813176,0.25457221042071654,749,,,,,169289,86373,
2023-02-20,105,1510.9037348910458,5026.824082589637,13.0,13,0.5487125948696575,1.6071203998714674,0.2511779113160074,8211,,,,,5329770,,
